city,temperature,humidity,weather
Rajpur,24.95,21,clear sky
Rajpur,26.55,23,clear sky
Rājpīpla,26.27,31,clear sky
Rāj-Nāndgaon,24.0,64,scattered clouds
Rājnagar,21.59,23,clear sky
Rājnagar,24.12,19,clear sky
Rājmahal,21.55,71,overcast clouds
Rājkot,26.5,36,clear sky
Rājgurunagar,22.7,39,clear sky
Rājgīr,20.3,79,scattered clouds
Rājgarh,8.64,42,clear sky
Rājgarh,22.88,17,clear sky
Rājgarh,22.31,17,broken clouds
Rājgarh,24.32,21,clear sky
Rājgarh,24.06,21,clear sky
Rajaori,12.65,30,clear sky
State of Rājasthān,23.14,19,clear sky
Rāja Sānsi,17.99,72,mist
Rājāpur,24.08,16,clear sky
Rājāpur,21.86,66,clear sky
Rajapalaiyam,26.83,78,scattered clouds
Rāzampeta,24.57,79,clear sky
Rājaldesar,22.87,17,clear sky
Rājākhera,21.76,17,scattered clouds
Rājahmundry,22.54,88,clear sky
Rāīwāla Bara,17.02,31,clear sky
Rāisinghnagar,21.32,20,clear sky
Raisen,23.42,21,clear sky
Rāipur,16.34,41,clear sky
Raipur,23.15,19,clear sky
Raipur,24.72,56,broken clouds
Rāikot,16.93,25,clear sky
Raigarh Fort,21.43,53,clear sky
Raigarh,24.01,57,overcast clouds
Rāiganj,20.9,74,overcast clouds
Rāichūr,27.1,56,scattered clouds
Raia,27.86,51,clear sky
Rāhuri,25.21,27,few clouds
Rāhon,16.7,26,clear sky
Rahimatpur,24.08,32,overcast clouds
Rāhatgarh,23.33,20,clear sky
Rahā,21.27,69,overcast clouds
Raghunāthpur,20.53,76,overcast clouds
Raghunathpur,20.86,81,broken clouds
Rāghogarh,23.59,20,clear sky
Rafiganj,21.53,75,scattered clouds
Rafiābād Kalān,21.24,13,clear sky
Raebareli,22.53,18,clear sky
Rādhanpur,26.52,28,clear sky
Rādhākund,22.12,16,overcast clouds
Radaur,17.89,21,clear sky
Rabūpura,20.89,18,clear sky
Rabkavi,25.67,32,clear sky
Kollam,27.33,77,clear sky
Queula,27.61,51,clear sky
Quepem,23.11,66,clear sky
Qāzigund,6.04,51,clear sky
Kasba,20.1,83,overcast clouds
Qādiān,15.9,33,clear sky
Puttūr,23.38,92,clear sky
Puttūr,22.42,94,clear sky
Pushkar,22.0,22,clear sky
Pusad,26.97,21,clear sky
Purwā,22.59,17,clear sky
Purushottampur,22.31,94,overcast clouds
Puruliya,19.68,80,overcast clouds
Purnia,19.55,84,overcast clouds
Pūrna,27.39,22,clear sky
Puri,25.31,84,scattered clouds
Pura Raghunāthpur,20.0,77,mist
Pūranpur,17.38,18,clear sky
Pupri,20.43,84,clear sky
Punjai Puliyampatti,26.63,70,clear sky
State of Punjab,16.09,28,clear sky
Punganūru,20.99,88,clear sky
Pune,23.48,38,clear sky
Pūndri,17.65,22,clear sky
Punāsa,25.52,18,clear sky
Punalūr,24.4,95,clear sky
Pūnāhāna,22.13,16,scattered clouds
Pulwama,6.9,45,clear sky
Pullambādi,26.09,88,clear sky
Puliyūr,27.89,89,mist
Puliyangudi,26.25,81,few clouds
Pulivendla,27.28,58,clear sky
Pulgaon,26.66,23,clear sky
Pukhrāyān,23.06,17,clear sky
Puduvāyal,28.34,82,clear sky
Pudūr,23.39,87,clear sky
Pudūr,27.6,75,broken clouds
Puduppatti,26.32,74,clear sky
Pudukkottai,26.61,79,clear sky
Proddatūr,27.2,63,clear sky
Pratāpgarh,22.4,21,clear sky
Pratāpgarh,23.81,22,clear sky
Prāgpura,20.83,17,clear sky
Port Blair,28.02,78,mist
Porsa,21.49,19,broken clouds
Porbandar,24.76,71,clear sky
Poonamalle,28.35,85,few clouds
Ponnūru,24.43,91,clear sky
Ponneri,28.34,81,clear sky
Ponnāni,27.5,82,clear sky
Ponnampet,20.48,95,clear sky
Ponnamarāvati,26.26,78,clear sky
Union Territory of Puducherry,27.35,78,clear sky
Puducherry,27.35,78,clear sky
Ponda,27.73,64,clear sky
Polūr,24.2,85,clear sky
Pollachi,25.07,78,few clouds
Polasara,22.48,93,scattered clouds
Pokaran,24.63,17,clear sky
Podame,23.96,86,clear sky
Pithorāgarh,6.26,35,clear sky
Pithora,25.51,49,overcast clouds
Pithāpuram,22.76,86,clear sky
Pīrthala,21.51,17,clear sky
Piro,20.2,82,clear sky
Piriyāpatna,21.79,84,clear sky
Pirāwa,24.62,20,clear sky
Piravam,24.67,94,broken clouds
Pīpri,25.17,22,clear sky
Pipraich,20.14,49,clear sky
Piploda,24.24,22,clear sky
Pipili,23.19,78,mist
Pīpār,24.22,19,clear sky
Pīpalkoti,8.34,36,clear sky
Pinjaur,18.3,25,clear sky
Pindwāra,23.49,22,clear sky
Pināhat,21.58,17,scattered clouds
Pimpri,22.71,40,clear sky
Pilkhua,19.22,19,clear sky
Pīlibhīt,17.56,19,clear sky
Pilibangan,20.42,21,clear sky
Pilāni,22.4,16,clear sky
Pihānī,20.72,13,clear sky
Phūlpur,21.23,48,clear sky
Phulpur,21.7,47,clear sky
Phulera,18.18,22,clear sky
Phulbāni,23.35,39,overcast clouds
Phirangipuram,24.48,82,clear sky
Phillaur,16.4,27,clear sky
Phek,12.49,92,overcast clouds
Pharihā,22.85,14,broken clouds
Phaphūnd,22.41,16,clear sky
Phaltan,25.01,29,scattered clouds
Phalodi,23.83,19,clear sky
Phalauda,18.56,18,clear sky
Phagwāra,16.56,27,clear sky
Petlāwad,24.85,22,clear sky
Petlād,25.14,22,clear sky
Perūr,25.45,71,clear sky
Perundurai,25.85,72,clear sky
Perumpāvūr,25.95,89,mist
Pernem,24.33,55,clear sky
Periyapatti,25.59,76,clear sky
Periyanegamam,25.26,78,clear sky
Periyanayakkanpalaiyam,25.38,71,clear sky
Periyakulam,24.94,88,clear sky
Peravurani,27.34,77,clear sky
Peranāmpattu,23.26,85,clear sky
Peranamallūr,24.8,85,clear sky
Perambalur,25.75,82,clear sky
Peraiyur,26.37,76,scattered clouds
Penukonda,26.62,52,clear sky
Penugonda,22.77,86,clear sky
Pennāthur,24.86,82,clear sky
Pennāgaram,20.88,70,clear sky
Pennādam,26.07,83,clear sky
Pendra,19.67,67,clear sky
Pen,24.41,65,clear sky
Pehowa,17.74,23,clear sky
Peddāpuram,22.34,88,clear sky
Peddapalli,26.57,58,overcast clouds
Pedana,25.75,77,clear sky
Payyannūr,25.38,81,clear sky
Pawāyan,19.61,13,clear sky
Pawai,24.16,19,clear sky
Pāvugada,26.74,48,clear sky
Pauri,11.12,36,clear sky
Pawni,27.56,51,broken clouds
Pātūr,25.71,22,clear sky
Pātuli,20.78,77,overcast clouds
Pattukkottai,26.66,80,clear sky
Patti,16.19,30,clear sky
Patti,22.04,31,clear sky
Pattan,7.43,44,clear sky
Pātrasāer,20.93,78,overcast clouds
Pātoli,23.3,15,broken clouds
Patnāgarh,27.49,35,overcast clouds
Patna,21.96,64,haze
Patiāli,21.21,14,scattered clouds
Patiāla,18.1,23,clear sky
Pāthri,27.25,21,broken clouds
Pathena,23.16,15,overcast clouds
Patharia,24.13,19,clear sky
Pāthardih,21.25,79,overcast clouds
Pāthardi,25.72,23,few clouds
Pathānkot,16.95,38,clear sky
Pathanāmthitta,24.29,94,clear sky
Pathalgaon,21.03,67,broken clouds
Pataudi,20.62,18,clear sky
Patancheru,26.02,54,clear sky
Pātan,24.48,27,clear sky
Pātan,23.51,27,clear sky
Pātan,24.49,58,broken clouds
Pātan,21.51,33,scattered clouds
Patāmundai,23.72,89,clear sky
Pāsighāt,20.83,57,overcast clouds
Pasān,19.32,72,clear sky
Parvatsar,19.87,23,clear sky
Pārvatipuram,22.43,90,scattered clouds
Partūr,26.07,23,scattered clouds
Partāpur,26.22,22,clear sky
Parshādepur,22.26,18,clear sky
Parola,27.23,24,clear sky
Parol,17.35,39,clear sky
Parnera,24.84,72,clear sky
Parli Vaijnāth,27.81,20,clear sky
Parlākimidi,23.58,90,overcast clouds
Parīchhatgarh,19.68,17,clear sky
Pārīchha,23.64,18,clear sky
Pārdi,24.88,71,clear sky
Parbhani,26.99,22,clear sky
Paravūr Tekkumbhāgam,26.53,83,few clouds
Paraspur,21.72,18,clear sky
Parāsia,22.66,17,clear sky
Paramagudi,28.0,74,scattered clouds
Paralākhemundi,23.58,90,overcast clouds
Parādīp Garh,24.73,84,clear sky
Pāppinisshēri,25.28,83,clear sky
Pāppārappatti,21.01,76,clear sky
Pāpireddippatti,23.1,85,clear sky
Papanasam,25.58,90,few clouds
Pāonta Sāhib,18.35,36,clear sky
Panvel,26.04,62,clear sky
Pantnagar,17.92,18,clear sky
Pānsemāl,26.35,24,clear sky
Panruti,26.25,82,clear sky
Panna,23.42,18,clear sky
Pānīpat,17.7,19,clear sky
Pānihāti,21.97,83,haze
Panhāla,22.9,34,clear sky
Pandua,21.41,72,overcast clouds
Pāndoh,12.68,48,clear sky
Pāndhurnā,25.12,17,scattered clouds
Pandharpur,27.7,25,clear sky
Pandhāna,25.23,22,clear sky
French Rocks,24.09,69,clear sky
Pandaria,21.91,50,few clouds
Pānchgani,20.34,31,clear sky
Panara,22.37,17,clear sky
Panaji,28.0,51,clear sky
Panāgar,22.7,41,clear sky
Palwal,21.21,18,clear sky
Pāloncha,25.04,73,clear sky
Palani,25.07,77,clear sky
Palmaner,20.83,93,clear sky
Pallippatti,23.04,86,clear sky
Pallipattu,23.82,90,clear sky
Pallikondai,23.68,87,clear sky
Palle,21.47,61,clear sky
Pallāvaram,28.48,83,few clouds
Pallattūr,27.3,75,clear sky
Pallappatti,26.35,75,clear sky
Palladam,25.68,74,clear sky
Pālkonda,23.38,88,broken clouds
Pāliyād,27.16,21,clear sky
Pālitāna,26.05,41,clear sky
Paliā Kalān,17.9,16,clear sky
Pāli,24.7,17,clear sky
Pāli,22.78,20,clear sky
Pāli,21.23,52,clear sky
Pālghāt,25.83,84,clear sky
Pālghar,24.67,69,clear sky
Palera,23.93,19,clear sky
Palayam,28.99,79,mist
Palāsbāri,21.03,83,mist
Palāsa,23.14,91,overcast clouds
Pālanpur,24.14,22,clear sky
Pālampur,11.96,39,overcast clouds
Pālamedu,25.86,80,clear sky
Pālam,20.02,60,haze
Pālakollu,22.85,86,clear sky
Pālakkodu,20.95,79,clear sky
Pakur,22.03,64,overcast clouds
Pākāla,22.38,93,clear sky
Paithan,25.73,23,scattered clouds
Pahāsu,20.46,18,broken clouds
Pahār Ganj,20.07,60,haze
Pahlgām,-6.51,60,clear sky
Padrauna,19.11,75,clear sky
Padra,26.46,21,clear sky
Padmanābhapuram,26.92,90,scattered clouds
Paddhari,25.78,50,clear sky
Padampur,20.4,21,clear sky
Padampur,27.41,40,overcast clouds
Pachperwa,21.55,16,clear sky
Pāchora,26.32,23,clear sky
Pachmarhi,19.45,20,clear sky
Ottappālam,25.64,90,clear sky
Osmanabad,27.54,19,few clouds
State of Odisha,22.64,58,overcast clouds
Orchha,23.66,18,clear sky
Oran,23.94,17,clear sky
Orai,24.67,16,clear sky
Ongole,26.25,79,clear sky
Omalur,25.72,74,clear sky
Olpād,24.98,62,clear sky
Okha,24.96,80,clear sky
Ozar,22.32,33,clear sky
Odugattūr,22.68,88,clear sky
Odlābāri,18.36,85,overcast clouds
Obra,20.31,76,few clouds
Nyāmti,23.17,68,few clouds
Nūzvīd,22.44,88,clear sky
Nūrpur Kalān,17.89,26,clear sky
Nūrpur,18.28,19,clear sky
Nūrmahal,16.41,27,clear sky
Numāligarh,20.33,66,overcast clouds
Nūh,21.43,18,clear sky
North Vanlaiphai,13.95,76,broken clouds
North Lakhimpur,20.56,59,overcast clouds
North Guwāhāti,20.97,83,mist
Nongstoin,12.73,89,overcast clouds
Nongpoh,17.5,64,overcast clouds
Nokha,23.09,17,clear sky
Nohar,22.17,18,clear sky
Noāmundi,20.79,83,overcast clouds
Nizāmābād,20.87,59,clear sky
Nizāmābād,26.72,51,clear sky
Niwāri,18.98,19,clear sky
Nirsā,21.0,82,overcast clouds
Nirmāli,20.07,86,broken clouds
Nirmal,26.19,56,clear sky
Nipāni,23.88,35,clear sky
Nīmrāna,21.41,17,clear sky
Neem ka Thana,18.98,19,clear sky
Nīmbāhera,22.13,24,few clouds
Nimāparha,23.22,95,clear sky
Nīmāj,22.99,20,clear sky
Nīlokheri,17.9,22,clear sky
Nīlēshwar,26.29,79,clear sky
Nilanga,27.7,22,clear sky
Nilakottai,25.57,83,clear sky
Nīlgiri,21.78,76,broken clouds
Nihtaur,18.33,19,clear sky
Needamangalam,25.63,84,scattered clouds
Nidadavole,22.89,87,clear sky
Nichlaul,19.4,23,clear sky
Neyyāttinkara,28.92,85,clear sky
New Delhi,20.09,60,haze
Neturhāt,14.97,91,few clouds
Neral,22.04,60,clear sky
Nepānagar,25.78,21,clear sky
Nellore,24.79,86,clear sky
Nellikkuppam,27.21,79,clear sky
Nelamangala,23.43,66,clear sky
Nedumangād,28.6,79,mist
Nāzirā,23.52,41,overcast clouds
Nāyudupet,24.22,88,clear sky
Nayāgarh,22.89,88,clear sky
Naya Bāzār,14.53,74,overcast clouds
Nawanshahr,16.99,25,clear sky
Nawānshahr,18.83,37,clear sky
Nawalgarh,20.6,18,clear sky
Niwai,20.81,21,broken clouds
Nawāda,21.72,72,broken clouds
Nawābganj,22.01,18,clear sky
Nawābganj,18.38,17,clear sky
Nawābganj,21.8,17,clear sky
Nawābganj,21.76,18,clear sky
Nāwa,18.71,22,clear sky
Navelim,27.87,60,clear sky
Navalgund,26.82,33,clear sky
Navadwīp,20.62,80,overcast clouds
Nautanwa,19.82,26,clear sky
Naugachhia,21.48,73,overcast clouds
Nāttarasankottai,27.51,76,clear sky
Nattam,25.08,82,clear sky
Nāthdwāra,21.54,23,clear sky
Nasrullāhganj,24.82,20,clear sky
Nāsriganj,21.16,78,clear sky
Nāspur,27.5,55,overcast clouds
Nasīrābād,22.19,22,clear sky
Nashik,22.5,34,clear sky
Narwar,23.63,19,clear sky
Narwāna,17.18,22,clear sky
Narsīpatnam,22.7,80,clear sky
Nārsingi,24.77,58,broken clouds
Narsinghgarh,23.62,20,clear sky
Narsimhapur,23.51,25,clear sky
Naroda,26.98,29,smoke
Nārnaund,19.3,19,clear sky
Nārnaul,21.62,16,clear sky
Nargund,26.3,32,clear sky
Narendranagar,14.34,38,clear sky
Naregal,27.56,29,clear sky
Nārāyanpet,27.74,51,overcast clouds
Narāyangarh,19.28,22,clear sky
Nārāyangarh,23.83,24,clear sky
Nārāyanavanam,23.55,92,clear sky
Nāravārikuppam,28.33,84,clear sky
Naraura,20.43,17,broken clouds
Narauli,19.65,16,clear sky
Narasingāpuram,23.04,94,clear sky
Narasimharājapura,20.8,85,clear sky
Narasaraopet,24.61,82,clear sky
Narasapur,24.11,82,clear sky
Narasannapeta,23.97,87,broken clouds
Naraini,24.15,18,clear sky
Naraina,19.14,22,clear sky
Napāsar,21.48,19,clear sky
Nānpāra,19.75,16,clear sky
Nannilam,26.18,82,broken clouds
Nanjangūd,25.31,65,clear sky
Nanguneri,26.16,81,overcast clouds
Nāngloi Jāt,20.06,60,haze
Nangavalli,26.79,67,clear sky
Nangal,17.63,26,clear sky
Nandyāl,27.3,57,clear sky
Nandurbar,26.97,26,clear sky
Nāndūra Buzurg,26.8,20,clear sky
Nandikotkūr,26.83,60,few clouds
Nandigāma,24.7,81,clear sky
Nandgaon,22.42,16,overcast clouds
Nāndgaon,26.06,25,clear sky
Nanauta,17.43,21,clear sky
Nāmrup,21.72,52,overcast clouds
Namli,24.9,21,clear sky
Namchi,15.62,70,overcast clouds
Nambutalai,28.53,73,few clouds
Nambiyūr,26.79,69,clear sky
Nāmakkal,26.22,74,clear sky
Nāmagiripettai,25.12,80,clear sky
Naliya,24.11,72,clear sky
Nalhāti,22.18,61,overcast clouds
Nalgonda,25.05,71,clear sky
Naldurg,28.03,22,clear sky
Nālāgarh,18.16,29,clear sky
Nakūr,17.71,22,clear sky
Naksalbāri,19.24,79,overcast clouds
Nakodar,16.33,28,clear sky
Najībābād,18.67,20,clear sky
Nainwa,23.36,20,clear sky
Nainpur,23.81,37,clear sky
Naini Tāl,6.02,20,clear sky
Naihāti,21.94,68,overcast clouds
Naīgarhi,22.21,56,clear sky
Nahorkatiya,21.79,50,overcast clouds
Nāhan,17.6,25,clear sky
Nagwa,23.88,87,clear sky
Nagrota,19.26,42,clear sky
Nagrām,20.03,17,clear sky
Nagpur,25.01,65,haze
Nāgothana,22.08,70,clear sky
Nāgod,23.29,20,few clouds
Nagla Dhīmar,22.96,15,broken clouds
Nāgireddipalli,24.07,79,clear sky
Nagīna,18.48,19,clear sky
Nāgercoil,26.86,90,broken clouds
Nagda,24.43,22,clear sky
Nāgaur,24.58,16,clear sky
Nāgasari,24.04,81,clear sky
Nāgar Karnūl,25.65,60,clear sky
Nagari,23.78,90,clear sky
Nagar,4.16,49,broken clouds
Nagar,23.67,15,overcast clouds
Negapatam,27.11,79,scattered clouds
Nāgamangala,24.17,60,clear sky
State of Nāgāland,15.37,77,scattered clouds
Naduvattam,14.89,80,clear sky
Nadīgaon,23.61,18,clear sky
Nadiād,25.0,23,clear sky
Nādbai,22.74,15,broken clouds
Nādaun,15.63,39,clear sky
Nādāpuram,25.59,83,clear sky
Nabīnagar,21.95,74,broken clouds
Nābha,17.43,24,clear sky
Mysore,24.54,67,clear sky
Muzaffarpur,19.3,83,clear sky
Muzaffarnagar,17.53,20,clear sky
Mūvattupula,25.86,96,scattered clouds
Muttupet,27.29,79,clear sky
Mustafābād,18.03,23,clear sky
Mussoorie,7.24,48,clear sky
Musiri,26.24,77,clear sky
Mushābani,20.82,81,broken clouds
Musāfir-Khāna,22.19,18,clear sky
Murwāra,22.02,51,clear sky
Murud,23.79,64,clear sky
Murtajāpur,26.57,20,clear sky
Murshidābād,21.03,73,overcast clouds
Mursān,21.49,17,overcast clouds
Murlīganj,19.51,83,overcast clouds
Morinda,18.19,24,clear sky
Muri,19.56,85,scattered clouds
Murgūd,23.17,37,clear sky
Murbād,24.21,46,clear sky
Muragācha,20.85,77,overcast clouds
Murādnagar,19.66,19,clear sky
Munnar,15.06,93,few clouds
Munirābād,28.53,38,broken clouds
Monghyr,21.62,74,overcast clouds
Mungeli,22.97,53,broken clouds
Mungaoli,23.51,20,clear sky
Mūndwa,23.43,17,clear sky
Mundra,25.72,53,clear sky
Mundi,25.96,19,clear sky
Mundgod,23.66,56,clear sky
Mundargi,27.92,37,scattered clouds
Multai,22.94,17,clear sky
Mūlki,27.6,78,few clouds
Mulgund,25.63,39,clear sky
Mulbāgal,20.68,88,clear sky
Muluppilagadu,26.28,80,clear sky
Mūlanūr,26.39,73,clear sky
Mūl,27.22,56,overcast clouds
Muktsar,17.37,22,clear sky
Mukher,28.28,24,few clouds
Mukeriān,16.62,34,clear sky
Muhammadābād,21.86,13,clear sky
Muhammadābād,20.49,69,clear sky
Muhammadābād,21.11,70,clear sky
Mugma,21.0,82,overcast clouds
Mughal Sarāi,21.14,69,clear sky
Mudukulattūr,27.92,75,broken clouds
Mudkhed,28.73,21,broken clouds
Mudgere,19.89,95,few clouds
Mudhol,26.28,31,clear sky
Mudgal,28.99,32,clear sky
Muddebihāl,30.75,20,few clouds
Mūdbidri,26.79,78,few clouds
Mubārakpur,20.51,66,clear sky
Mowād,25.62,17,few clouds
Mothīhāri,19.22,85,clear sky
Moth,24.04,17,clear sky
Morwa,25.12,23,clear sky
Morsi,25.85,18,clear sky
Morjim,26.37,58,clear sky
Morena,22.17,20,scattered clouds
Morbi,27.82,20,clear sky
Morār,22.32,20,clear sky
Morānha,23.11,43,overcast clouds
Moram,28.04,22,clear sky
Morādābād,18.66,18,clear sky
Mon,19.12,48,overcast clouds
Mokokchūng,16.64,63,overcast clouds
Mokameh,20.66,78,scattered clouds
Moirāng,15.35,82,overcast clouds
Mohpa,25.35,20,few clouds
Mohiuddinnagar,20.31,83,clear sky
Mohgaon,24.88,18,few clouds
Mohanūr,26.45,74,clear sky
Mohanpur,18.62,15,clear sky
Mohanbāri,17.03,100,mist
Mohān,19.97,17,clear sky
Mogalrājapuram,24.14,84,clear sky
Moga,15.86,28,clear sky
Modāsa,26.19,21,clear sky
Mizoram,18.66,74,broken clouds
Misrikh,20.76,15,clear sky
Mirzāpur,21.21,13,clear sky
Mirzāpur,22.1,68,few clouds
Mirik,11.57,82,overcast clouds
Miriālgūda,25.4,76,clear sky
Mīrganj,19.04,16,clear sky
Mīrānpur Katra,20.4,13,clear sky
Mīrānpur,17.65,19,clear sky
Mīnjūr,28.36,79,clear sky
Milkīpur,22.18,18,clear sky
Milak,18.87,16,clear sky
Mihona,22.45,18,clear sky
Mhāsvād,26.32,24,clear sky
Mhasla,23.75,67,clear sky
Mettur,27.7,66,clear sky
Mettupalayam,26.05,76,few clouds
Mettuppālaiyam,25.6,80,clear sky
Merta,22.97,21,clear sky
Mendarda,24.95,36,clear sky
Memāri,20.99,77,overcast clouds
Melur,26.63,77,clear sky
Melukote,22.91,69,clear sky
Mehndāwal,20.11,19,clear sky
Mehnagar,20.78,67,clear sky
Mehekar,25.55,21,few clouds
Meghraj,26.31,21,clear sky
Meghālaya,11.57,90,overcast clouds
Meerut,20.26,16,clear sky
Meerut,19.73,17,clear sky
Medinīpur,21.5,79,broken clouds
Medak,26.02,56,overcast clouds
Mayiladuthurai,26.08,82,scattered clouds
Mayāng Imphāl,15.27,82,overcast clouds
Māyakonda,25.36,58,scattered clouds
Mawāna,19.17,18,clear sky
Mavoor,27.3,89,few clouds
Māvelikara,25.53,89,scattered clouds
Maurānwān,22.7,17,clear sky
Maur,17.08,24,clear sky
Mauganj,22.24,61,clear sky
Maudaha,24.35,17,clear sky
Mau Aimma,22.34,32,clear sky
Mau,22.28,19,clear sky
Mau,20.6,70,clear sky
Māttūr,25.96,84,clear sky
Mattanur,23.97,90,clear sky
Mathura,21.49,17,overcast clouds
Mātherān,22.91,62,clear sky
Mataundh,24.29,18,clear sky
Mātābhānga,20.45,76,overcast clouds
Masinigudi,20.84,78,clear sky
Masaurhi Buzurg,21.94,81,scattered clouds
Mormugao,27.59,51,clear sky
Mārkāpur,24.96,81,clear sky
Mariāni,23.11,49,overcast clouds
Mariāhu,19.98,59,clear sky
Marhaura,20.33,82,clear sky
Margherita,20.33,62,overcast clouds
Mārāndahalli,20.38,100,clear sky
Marakkanam,27.33,78,clear sky
Mārahra,21.36,15,scattered clouds
Māpuca,27.92,58,clear sky
Mānwat,26.99,21,scattered clouds
Mānvi,27.04,49,clear sky
Manthani,27.27,57,overcast clouds
Mansar,25.56,23,scattered clouds
Mānsa,17.06,23,clear sky
Mānsa,23.08,26,clear sky
Mānpur,21.86,17,scattered clouds
Mānpur,23.16,16,scattered clouds
Mānpur,23.79,21,clear sky
Manor,23.74,64,clear sky
Manohar Thāna,24.56,20,clear sky
Manoharpur,20.73,17,clear sky
Manoharpur,20.81,84,overcast clouds
Mannargudi,25.81,84,scattered clouds
Mannārakkāt,25.69,83,clear sky
Manmād,24.73,26,clear sky
Mankāpur,21.53,18,clear sky
Mankāchar,20.8,66,overcast clouds
Mājalgaon,27.39,21,scattered clouds
Manjhāoli,22.8,16,clear sky
Manjhanpur,22.93,22,clear sky
Manjēshvar,27.66,73,clear sky
Manjeri,27.38,89,few clouds
Manipur,14.26,72,overcast clouds
Mānikpur,23.54,18,clear sky
Manihāri,20.95,77,overcast clouds
Maniar,20.0,74,clear sky
Mangrūl Pīr,25.81,22,clear sky
Māngrol,24.88,19,clear sky
Māngrol,24.75,68,clear sky
Manglaur,17.75,26,clear sky
Mangawān,22.56,55,clear sky
Mangan,16.1,67,overcast clouds
Mangalore,27.48,78,few clouds
Mangaldai,20.74,78,overcast clouds
Mangalam,27.99,75,clear sky
Mangalagiri,24.42,82,clear sky
Maner,21.95,82,clear sky
Mandya,24.85,60,clear sky
Māndvi,25.09,64,clear sky
Māndvi,24.6,47,clear sky
Mandsaur,24.21,23,clear sky
Māndleshwar,26.8,19,clear sky
Mandlā,23.02,50,clear sky
Mandi,10.25,47,few clouds
Mandāwar,17.98,20,clear sky
Mandāwar,21.42,17,clear sky
Mandasa,22.12,93,overcast clouds
Mandapeta,22.57,89,clear sky
Mandapam,28.66,78,clear sky
Māndalgarh,22.29,22,scattered clouds
Māndal,22.78,22,clear sky
Māndal,26.42,24,clear sky
Mancherāl,27.51,55,broken clouds
Manchar,22.34,38,clear sky
Manāwar,26.56,19,clear sky
Manavālakurichi,27.14,90,scattered clouds
Mānāvadar,24.6,50,clear sky
Manāsa,23.41,21,clear sky
Manapparai,25.7,81,clear sky
Manamadurai,27.62,76,scattered clouds
Manalūrpettai,25.42,80,clear sky
Manāli,-5.85,53,broken clouds
Manali,28.45,82,clear sky
Mamit,19.36,56,overcast clouds
Seven Pagodas,27.17,79,clear sky
Mālvan,26.43,64,clear sky
Mālūr,24.24,75,clear sky
Malpura,22.41,15,broken clouds
Mālpura,22.95,21,few clouds
Mālpur,26.35,22,clear sky
Malpe,25.89,73,clear sky
Māllūr,25.57,76,clear sky
Mallasamudram,26.63,70,clear sky
Mallāpuram,24.11,78,clear sky
Malkera,21.37,79,overcast clouds
Malkāpur,26.49,20,clear sky
Malkāpur,22.19,35,clear sky
Malakanagiri,23.14,51,clear sky
Malīhābād,19.95,17,clear sky
Mali and Munjeri,23.48,38,clear sky
Malhārgarh,23.79,24,clear sky
Māler Kotla,16.91,24,clear sky
Mālegaon,26.22,25,clear sky
Malavalli,25.46,53,clear sky
Malaut,18.82,20,clear sky
Malappuram,27.09,89,few clouds
Mākum,21.63,53,overcast clouds
Maksi,23.39,23,clear sky
Makrāna,20.29,21,clear sky
Makhu,16.21,32,clear sky
Mākhjan,21.71,67,clear sky
Majītha,17.94,72,mist
Majholi,22.76,37,clear sky
Mairwa,19.81,70,clear sky
Mairang,11.64,83,overcast clouds
Mainpuri,21.66,14,clear sky
Maindargi,30.0,20,few clouds
Maināguri,19.0,81,overcast clouds
Mailāni,18.56,15,clear sky
Maihar,22.13,45,clear sky
Maibong,18.75,82,overcast clouds
Mahwah,23.16,15,broken clouds
Mahur,17.66,78,overcast clouds
Mahūli,20.38,24,clear sky
Mahudha,25.28,22,clear sky
Mahroni,22.71,19,clear sky
Mahrauli,19.86,60,haze
Maholi,20.5,13,clear sky
Mahobā,24.23,18,clear sky
Mahmūdnagar,20.0,17,clear sky
Mahmudābād,21.16,17,clear sky
Mahīshādal,22.38,66,clear sky
Mahgawān,21.93,19,clear sky
Maheshwar,26.72,19,clear sky
Mahesāna,24.55,26,clear sky
Mahendragarh,21.15,17,clear sky
Mahemdāvād,25.67,21,clear sky
Mahē,26.33,80,clear sky
Mahbūbnagar,25.51,54,clear sky
Mahbūbābād,24.82,68,clear sky
Mahāsamund,26.39,48,overcast clouds
State of Mahārāshtra,25.44,23,clear sky
Mahārāganj,19.38,32,clear sky
Mahārājganj,22.64,17,clear sky
Bishunpur Urf Mahārājganj,21.01,47,clear sky
Mahārājgani,20.07,69,clear sky
Maham,19.92,20,clear sky
Mahālingpur,25.56,32,clear sky
Mahād,22.92,62,clear sky
Mahāban,21.43,16,overcast clouds
Mahābaleshwar,19.13,40,clear sky
Maghar,20.19,30,clear sky
Māgām,7.24,46,clear sky
Māgadi,22.73,64,clear sky
Madurāntakam,25.66,83,clear sky
Madurai,27.01,89,mist
Madukkūr,26.53,81,clear sky
Madukkarai,25.58,75,clear sky
Mādugula,20.78,75,clear sky
Chennai,28.41,82,few clouds
Madikeri,19.08,95,clear sky
Madhya Pradesh,22.85,21,clear sky
Madhyamgram,21.97,83,haze
Madhupur,19.84,89,light rain
Maddagiri,25.47,52,clear sky
Madhubani,20.1,87,few clouds
Mādhogarh,22.99,18,clear sky
Madhogarh,22.82,37,few clouds
Mādhoganj,21.8,15,clear sky
Madhipura,19.79,81,overcast clouds
